id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price
HOUSEHOLD_1_146_CA_1_evaluation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.97
HOUSEHOLD_1_147_CA_1_evaluation,HOUSEHOLD_1_147,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.88
HOUSEHOLD_1_148_CA_1_evaluation,HOUSEHOLD_1_148,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.94
HOUSEHOLD_1_149_CA_1_evaluation,HOUSEHOLD_1_149,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.05
HOUSEHOLD_1_150_CA_1_evaluation,HOUSEHOLD_1_150,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.47
HOUSEHOLD_1_151_CA_1_evaluation,HOUSEHOLD_1_151,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.9
HOUSEHOLD_1_152_CA_1_evaluation,HOUSEHOLD_1_152,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,10.08
HOUSEHOLD_1_153_CA_1_evaluation,HOUSEHOLD_1_153,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.94
HOUSEHOLD_1_154_CA_1_evaluation,HOUSEHOLD_1_154,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.83
HOUSEHOLD_1_155_CA_1_evaluation,HOUSEHOLD_1_155,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.55
HOUSEHOLD_1_156_CA_1_evaluation,HOUSEHOLD_1_156,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.65
HOUSEHOLD_1_157_CA_1_evaluation,HOUSEHOLD_1_157,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.49
HOUSEHOLD_1_158_CA_1_evaluation,HOUSEHOLD_1_158,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.05
HOUSEHOLD_1_159_CA_1_evaluation,HOUSEHOLD_1_159,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.82
HOUSEHOLD_1_160_CA_1_evaluation,HOUSEHOLD_1_160,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.9
HOUSEHOLD_1_161_CA_1_evaluation,HOUSEHOLD_1_161,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.84
HOUSEHOLD_1_162_CA_1_evaluation,HOUSEHOLD_1_162,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.94
HOUSEHOLD_1_163_CA_1_evaluation,HOUSEHOLD_1_163,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.95
HOUSEHOLD_1_164_CA_1_evaluation,HOUSEHOLD_1_164,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,6,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.94
HOUSEHOLD_1_165_CA_1_evaluation,HOUSEHOLD_1_165,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,18.01
HOUSEHOLD_1_166_CA_1_evaluation,HOUSEHOLD_1_166,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.05
HOUSEHOLD_1_167_CA_1_evaluation,HOUSEHOLD_1_167,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.81
HOUSEHOLD_1_168_CA_1_evaluation,HOUSEHOLD_1_168,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,6,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.98
HOUSEHOLD_1_169_CA_1_evaluation,HOUSEHOLD_1_169,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.85
HOUSEHOLD_1_170_CA_1_evaluation,HOUSEHOLD_1_170,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.03
HOUSEHOLD_1_171_CA_1_evaluation,HOUSEHOLD_1_171,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.98
HOUSEHOLD_1_172_CA_1_evaluation,HOUSEHOLD_1_172,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.99
HOUSEHOLD_1_173_CA_1_evaluation,HOUSEHOLD_1_173,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.05
HOUSEHOLD_1_174_CA_1_evaluation,HOUSEHOLD_1_174,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.93
HOUSEHOLD_1_175_CA_1_evaluation,HOUSEHOLD_1_175,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.95
HOUSEHOLD_1_176_CA_1_evaluation,HOUSEHOLD_1_176,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.82
HOUSEHOLD_1_177_CA_1_evaluation,HOUSEHOLD_1_177,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,9,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.93
HOUSEHOLD_1_178_CA_1_evaluation,HOUSEHOLD_1_178,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.33
HOUSEHOLD_1_179_CA_1_evaluation,HOUSEHOLD_1_179,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.85
HOUSEHOLD_1_180_CA_1_evaluation,HOUSEHOLD_1_180,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.87
HOUSEHOLD_1_181_CA_1_evaluation,HOUSEHOLD_1_181,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.04
HOUSEHOLD_1_182_CA_1_evaluation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.83
HOUSEHOLD_1_183_CA_1_evaluation,HOUSEHOLD_1_183,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.9
HOUSEHOLD_1_184_CA_1_evaluation,HOUSEHOLD_1_184,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.15
HOUSEHOLD_1_185_CA_1_evaluation,HOUSEHOLD_1_185,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.9
HOUSEHOLD_1_186_CA_1_evaluation,HOUSEHOLD_1_186,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.88
HOUSEHOLD_1_187_CA_1_evaluation,HOUSEHOLD_1_187,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.95
HOUSEHOLD_1_188_CA_1_evaluation,HOUSEHOLD_1_188,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.87
HOUSEHOLD_1_189_CA_1_evaluation,HOUSEHOLD_1_189,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.02
HOUSEHOLD_1_190_CA_1_evaluation,HOUSEHOLD_1_190,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.0
HOUSEHOLD_1_191_CA_1_evaluation,HOUSEHOLD_1_191,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.81
HOUSEHOLD_1_192_CA_1_evaluation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.66
HOUSEHOLD_1_193_CA_1_evaluation,HOUSEHOLD_1_193,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.38
HOUSEHOLD_1_194_CA_1_evaluation,HOUSEHOLD_1_194,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.97
HOUSEHOLD_1_195_CA_1_evaluation,HOUSEHOLD_1_195,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.83
HOUSEHOLD_1_196_CA_1_evaluation,HOUSEHOLD_1_196,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.98
HOUSEHOLD_1_197_CA_1_evaluation,HOUSEHOLD_1_197,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.97
HOUSEHOLD_1_198_CA_1_evaluation,HOUSEHOLD_1_198,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.99
HOUSEHOLD_1_199_CA_1_evaluation,HOUSEHOLD_1_199,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.91
HOUSEHOLD_1_200_CA_1_evaluation,HOUSEHOLD_1_200,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.13
HOUSEHOLD_1_201_CA_1_evaluation,HOUSEHOLD_1_201,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.83
HOUSEHOLD_1_202_CA_1_evaluation,HOUSEHOLD_1_202,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.09
HOUSEHOLD_1_203_CA_1_evaluation,HOUSEHOLD_1_203,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,10,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.88
HOUSEHOLD_1_204_CA_1_evaluation,HOUSEHOLD_1_204,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.84
HOUSEHOLD_1_205_CA_1_evaluation,HOUSEHOLD_1_205,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.98
HOUSEHOLD_1_206_CA_1_evaluation,HOUSEHOLD_1_206,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,11,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.88
HOUSEHOLD_1_207_CA_1_evaluation,HOUSEHOLD_1_207,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.89
HOUSEHOLD_1_208_CA_1_evaluation,HOUSEHOLD_1_208,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.78
HOUSEHOLD_1_209_CA_1_evaluation,HOUSEHOLD_1_209,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.36
HOUSEHOLD_1_210_CA_1_evaluation,HOUSEHOLD_1_210,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,28,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.81
HOUSEHOLD_1_211_CA_1_evaluation,HOUSEHOLD_1_211,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.9
HOUSEHOLD_1_212_CA_1_evaluation,HOUSEHOLD_1_212,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.56
HOUSEHOLD_1_213_CA_1_evaluation,HOUSEHOLD_1_213,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.39
HOUSEHOLD_1_214_CA_1_evaluation,HOUSEHOLD_1_214,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.79
HOUSEHOLD_1_215_CA_1_evaluation,HOUSEHOLD_1_215,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.42
HOUSEHOLD_1_216_CA_1_evaluation,HOUSEHOLD_1_216,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.83
HOUSEHOLD_1_217_CA_1_evaluation,HOUSEHOLD_1_217,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.71
HOUSEHOLD_1_218_CA_1_evaluation,HOUSEHOLD_1_218,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.94
HOUSEHOLD_1_219_CA_1_evaluation,HOUSEHOLD_1_219,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.54
HOUSEHOLD_1_220_CA_1_evaluation,HOUSEHOLD_1_220,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.8
HOUSEHOLD_1_221_CA_1_evaluation,HOUSEHOLD_1_221,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,12.49
HOUSEHOLD_1_222_CA_1_evaluation,HOUSEHOLD_1_222,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.99
HOUSEHOLD_1_223_CA_1_evaluation,HOUSEHOLD_1_223,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.37
HOUSEHOLD_1_224_CA_1_evaluation,HOUSEHOLD_1_224,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.0
HOUSEHOLD_1_225_CA_1_evaluation,HOUSEHOLD_1_225,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.87
HOUSEHOLD_1_226_CA_1_evaluation,HOUSEHOLD_1_226,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.9
HOUSEHOLD_1_227_CA_1_evaluation,HOUSEHOLD_1_227,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.62
HOUSEHOLD_1_228_CA_1_evaluation,HOUSEHOLD_1_228,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.44
HOUSEHOLD_1_229_CA_1_evaluation,HOUSEHOLD_1_229,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.01
HOUSEHOLD_1_230_CA_1_evaluation,HOUSEHOLD_1_230,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.22
HOUSEHOLD_1_231_CA_1_evaluation,HOUSEHOLD_1_231,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.94
HOUSEHOLD_1_232_CA_1_evaluation,HOUSEHOLD_1_232,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.24
HOUSEHOLD_1_233_CA_1_evaluation,HOUSEHOLD_1_233,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,11.61
HOUSEHOLD_1_234_CA_1_evaluation,HOUSEHOLD_1_234,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.86
HOUSEHOLD_1_235_CA_1_evaluation,HOUSEHOLD_1_235,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.92
HOUSEHOLD_1_236_CA_1_evaluation,HOUSEHOLD_1_236,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.48
HOUSEHOLD_1_237_CA_1_evaluation,HOUSEHOLD_1_237,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.98
HOUSEHOLD_1_238_CA_1_evaluation,HOUSEHOLD_1_238,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,12,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.48
HOUSEHOLD_1_239_CA_1_evaluation,HOUSEHOLD_1_239,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.97
HOUSEHOLD_1_241_CA_1_evaluation,HOUSEHOLD_1_241,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.03
HOUSEHOLD_1_242_CA_1_evaluation,HOUSEHOLD_1_242,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.83
HOUSEHOLD_1_243_CA_1_evaluation,HOUSEHOLD_1_243,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.02
HOUSEHOLD_1_244_CA_1_evaluation,HOUSEHOLD_1_244,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.95
HOUSEHOLD_1_245_CA_1_evaluation,HOUSEHOLD_1_245,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.61
HOUSEHOLD_1_246_CA_1_evaluation,HOUSEHOLD_1_246,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.91
HOUSEHOLD_1_247_CA_1_evaluation,HOUSEHOLD_1_247,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.93
HOUSEHOLD_1_248_CA_1_evaluation,HOUSEHOLD_1_248,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.86
HOUSEHOLD_1_249_CA_1_evaluation,HOUSEHOLD_1_249,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.97
HOUSEHOLD_1_250_CA_1_evaluation,HOUSEHOLD_1_250,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.7
HOUSEHOLD_1_251_CA_1_evaluation,HOUSEHOLD_1_251,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.95
HOUSEHOLD_1_252_CA_1_evaluation,HOUSEHOLD_1_252,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.42
HOUSEHOLD_1_253_CA_1_evaluation,HOUSEHOLD_1_253,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.49
HOUSEHOLD_1_254_CA_1_evaluation,HOUSEHOLD_1_254,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.92
HOUSEHOLD_1_255_CA_1_evaluation,HOUSEHOLD_1_255,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,7,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.37
HOUSEHOLD_1_256_CA_1_evaluation,HOUSEHOLD_1_256,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.12
HOUSEHOLD_1_257_CA_1_evaluation,HOUSEHOLD_1_257,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,5.26
HOUSEHOLD_1_258_CA_1_evaluation,HOUSEHOLD_1_258,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.97
HOUSEHOLD_1_259_CA_1_evaluation,HOUSEHOLD_1_259,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,0,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.38
HOUSEHOLD_1_260_CA_1_evaluation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.92
HOUSEHOLD_1_261_CA_1_evaluation,HOUSEHOLD_1_261,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,6.09
HOUSEHOLD_1_262_CA_1_evaluation,HOUSEHOLD_1_262,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,1.15
HOUSEHOLD_1_263_CA_1_evaluation,HOUSEHOLD_1_263,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.44
HOUSEHOLD_1_264_CA_1_evaluation,HOUSEHOLD_1_264,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,4,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,7.5
HOUSEHOLD_1_265_CA_1_evaluation,HOUSEHOLD_1_265,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,4.79
HOUSEHOLD_1_266_CA_1_evaluation,HOUSEHOLD_1_266,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,2,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,0.99
HOUSEHOLD_1_267_CA_1_evaluation,HOUSEHOLD_1_267,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.7
HOUSEHOLD_1_268_CA_1_evaluation,HOUSEHOLD_1_268,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,8.26
HOUSEHOLD_1_269_CA_1_evaluation,HOUSEHOLD_1_269,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,3,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,3.29
HOUSEHOLD_1_270_CA_1_evaluation,HOUSEHOLD_1_270,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,9.76
HOUSEHOLD_1_271_CA_1_evaluation,HOUSEHOLD_1_271,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,d_1943,1,2016-05-24,11617,Sunday,4,5,2016,,,,,0,0,0,2.94
